Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
Pine Labs,Noida,Information Technology,600000,,2021,"Fidelity, BlackRock"
Genworks Health,Bangalore,Healthcare,2000000,,2021,Blacksoil
Pocketly,Bangalore,FinTech,0,,2021,
Neverinstall,Bangalore,Information Technology,370000,Seed,2021,Speciale Invest
CoRover,Bangalore,Information Technology,0,,2021,Canbank Venture Capital Fund
BeatO,New Delhi,Healthcare,5000000,Series B,2021,W Health Ventures
Earth Rhythm,Gurugram,Cosmetics,1200000,Seed,2021,Anicut Angel Fund
Fountain9,Mumbai,Computer software,1900000,Seed,2021,"021 Capital, Y Combinator"
Rockclimber,Bangalore,Food & Beverages,1000000,,2021,Anand Prakash Sharma
SpEd@home,Mumbai,EdTech,300000,,2021,
CanPe,Bangalore,Computer software,0,Seed,2021,Axilor Ventures
Green Soul,Ambernath,Consumer Goods,200000,,2021,velocity.in
Shiprocket,New Delhi,Logistics,41000000,Series D,2021,"March Capital, Tribe Capital"
DealShare,Bangalore,Retail,144000000,,2021,Tiger Global
Teachmint,Bangalore,EdTech,20000000,Series B,2021,Learn Capital
Vahak,Bangalore,Transportation,5000000,Series A,2021,RTP Global
goSTOPS,New Delhi,Hospitality,1000000,Series A,2021,"IAN, Yuj Ventures"
Codedamn,New Delhi,Computer software,0,Seed,2021,Antler India
Biocraft Innovation Technology,Noida,Environmental service,0,Seed,2021,JITO Angel Network
Powerplay,Bangalore,Construction,5200000,,2021,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Bangalore,Industrial Automation,0,,2021,Uday Sodhi
Delhivery,Gurugram,Logistics,270000000,Series H,2021,"Fidelity, GIC"
Avishkaar,New Delhi,EdTech,600000,Series A,2021,Auxano
Jobsgaar,New Delhi,Job discovery platform,140000,Seed,2021,SucSEED Indovation Fund
Almo,Gurugram,D2C Fashion,0,Seed,2021,Angelist India
Breathe Well-being,New Delhi,HealthCare,1000000,Series A,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,Chennai,SpaceTech,0,Seed,2021,Speciale Invest
Good Health Clinic,Hyderabad,HealthCare,5000000,,2021,Khosla Ventures
Urban Company,New Delhi,Home services,250000000,Series F,2021,"Vy Capital, Wellington Management"
MYBYK,Ahmadabad,Rental,1000000,Series A,2021,Avon Cycles
Locus,Bangalore,Logistics,50000000,Series C,2021,"Blume Ventures, Exfinity Venture Partners"
Crejo.Fun,Bangalore,EdTech,3000000,Seed,2021,"Matrix Partners India, 021 Capital"
Bambinos,Bangalore,EdTech,500000,Seed,2021,"HNIs, Angels"
KreditBee,Bangalore,FinTech,8000000,,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,Pune,EdTech,400000,Series A,2021,Inflection Point Ventures
Onelife Nutriscience,Mumbai,HealthCare,0,,2021,Lasons India
Flatheads,Bangalore,Fashion,0,,2021,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,Mumbai,FinTech,0,Series A,2021,Paytm
Holisol,New Delhi,Logistics,3000000,,2021,"BlackSoil, CLSA Capital Partners"
Now&Me,New Delhi,HealthCare,1000000,,2021,"Saama, Whiteboard Capital"
Fyllo,Bangalore,AgriTech,400000,Seed,2021,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,Bangalore,HealthCare,0,,2021,
Blaer Motors,Chennai,Mobility,300000,,2021,The Chennai Angels
Swiflearn,Gurugram,EdTech,3000000,Series A,2021,"Venture Highway, Stellaris Venture Partners"
Cashfree,Bangalore,FinTech,0,,2021,"State Bank of India, Y Combinator"
QuickSell,Mumbai,E-commerce,2000000,Series A,2021,"Sanjay Baldwa, Ajay Jain"
Truemeds,Mumbai,Heathcare,5000000,Series A,2021,InfoEdge
Candes,New Delhi,E-commerce,3000000,,2021,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Bangalore,Heathcare,3000000,,2021,"Stride Ventures, InnoVen Capital"
F5,New Delhi,Food & Beverages,300000,Series A,2021,"Venture Catalysts, Jeevak Gupta"
Capital Float,Bangalore,FinTech,6000000,,2021,"Triodos Investment Management, SAIF Partners"
IntelleWings,Panchkula,IT startup,100000,Seed,2021,
Shyplite,New Delhi,Logistics,1000000,,2021,N+1 Capital
Refyne,Bangalore,FinTech,20000000,Series A,2021,"DST Global, RTP Global"
Greenjoules,Pune,Renewable Energy,4500000,Series A,2021,Blue Ashva Capital
MentorKart,New Delhi,Consulting,150000,Seed,2021,"Amit Singal, Manish Aggarwal"
Leverage Edu,New Delhi,EdTech,2000000,Debt,2021,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Thane,Logistics,5000000,Series A,2021,Inflexor Ventures
CustomerGlu,Bangalore,CRM,320000,,2021,"Kumar Aakash, Amit Singhal"
Cell Propulsion,Bangalore,EV startup,2000000,,2021,growX ventures
Wellbeing Nutrition,Mumbai,HealthCare,0,,2021,Klub
Pee Safe,Gurugram,HealthCare,3000000,Series B,2021,"Shaival Desai, Alkemi Venture Partners"
Chqbook,New Delhi,FinTech,1000000,,2021,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Bangalore,Software,1800000,Seed,2021,Kalaari Capital
Dropshop,Bangalore,Logistics,1000000,Series A,2021,Inflection Point Ventures
Jumbotail,Bangalore,E-commerce,4000000,Debt,2021,Alteria Capital
BYJU'S,Bangalore,EdTech,350000000,,2021,"Tiga Investments, Baron Capital"
Power Gummies,New Delhi,Nutrition,1000000,,2021,"Venture Catalysts, 9unicorns"
Convosight,New Delhi,SaaS startup,9000000,Series A,2021,Qualgro
Junio,New Delhi,FinTech,600000,Seed,2021,"Amit Lakhotia, Pravin Jadhav"
Wherehouse.io,New Delhi,Logistics,0,Seed,2021,Better Capital
Flexmoney,Mumbai,FinTech,4800000,Series A,2021,Pravega Ventures
Fampay,Bangalore,FinTech,38000000,Series A,2021,"Greenoaks Capital, Elevation Capital"
Apna,Bangalore,Human Resources,70000000,Series B,2021,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Surat,Fashion,4000000,Series A,2021,
WaterScience,Bangalore,D2C startup,0,,2021,
BrowserStack,Mumbai,SaaS startup,200000000,Series B,2021,Accel
Vital,New Delhi,Insuretech,3000000,Series A,2021,BLinC Invest
Juicy chemistry,Coimbatore,HealthCare,0,,2021,Spring Marketing Capital
Samaaro,Bangalore,SaaS startup,125000,,2021,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Mumbai,Innovation management,500000,Series A,2021,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,Andheri,EdTech,1000000,Series A,2021,"TNF Ventures, Razorpay"
RenewBuy,Gurugram,Insuretech,45000000,Series C,2021,"Lok Capital, IIFL Asset Management"
saarthi.ai,Bangalore,AI startup,0,Seed,2021,Nvidia Inception
Kutumb,Bangalore,Community platform,26000000,Series A,2021,"Tiger Global Management, DST Global"
Superplum,Noida,AgriTech,3800000,Series A,2021,Marquee investors
Upside AI,Mumbai,FinTech,1200000,Seed,2021,Endiya Partners
PazCare,Bangalore,Insuretech,0,,2021,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,Bangalore,HealthCare,0,,2021,"India Accelerator, Lyxel&Flamingo"
Skillmatics,Mumbai,EdTech,6000000,Series A,2021,Sequoia Capital India
Bimaplan,Bangalore,Insuretech,2500000,Series A,2021,"Roshan Abbas, Ritesh Malik"
Bueno Finance,Gurugram,FinTech,3000000,Seed,2021,"Goat Capital, JAM Fund"
CityMall,Gurugram,E-commerce,22000000,Series B,2021,"General Catalyst, Jungle Ventures"
BYJU’S,Bangalore,EdTech,50000000,,2021,"Blackstone Group, ADQ"
India Quotient,Mumbai,Venture capitalist,64000000,,2021,
The Switch Fix,Gurugram,HealthCare,0,Seed,2021,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Haryana,Tech Startup,1500000,Seed,2021,
DigiSparsh,Mumbai,FinTech,0,Seed,2021,GoAhead Ventures
CoffeeMug.ai,New Delhi,Networking,620000,Seed,2021,"Paradigm Shift Capital, AngelList India"
Pathfndr.io,Bangalore,SaaS startup,0,Series A,2021,Arali Ventures
BigLeap,Hyderabad,Recruitment,600000,,2021,Anup Kumar Yama
Kazam,Bangalore,EV startup,900000,Seed,2021,Inflection Point Ventures
BimaPe,Mumbai,FinTech,500000,Seed,2021,"iSeed, Titan Capital"
MicroDegree,Mangalore,EdTech,0,,2021,Research Innovation Incubation Design Labs
Saarthi Pedagogy,Ahmadabad,EdTech,0,,2021,Sushil Agarwal
Synapsica,New Delhi,HealthCare,4000000,Series A,2021,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Gurugram,Food & Beverages,0,Seed,2021,9Unicorns
Plutomen,Ahmadabad,AR startup,300000,,2021,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Gurugram,Automotive,42000000,Series C,2021,"Tiger Global, Sequoia"
Grinntech,Chennai,Automotive,2000000,,2021,
Nobel Hygiene,Mumbai,HealthCare,60000000,,2021,Quadria Capital
Green Cure,New Delhi,HealthCare,0,Series A,2021,Venture Catalysts
Classplus,Noida,EdTech,65000000,Series C,2021,Tiger Global
WINDO,Hyderabad,E-commerce,500000,Seed,2021,Unicorn India Ventures
ApnaKlub,Bangalore,E-commerce,0,Series A,2021,"Blume Ventures, Whiteboard Capital"
LegalPay,New Delhi,FinTech,0,,2021,Ashwini Kakkar. 9Unicorns
Lavado,Mumbai,Consumer service,0,,2021,Ashish Shah
Navars,Hyderabad,EdTech,0,,2021,Faad Network
GoBolt,Gurugram,Logistics,20000000,Series B,2021,"Paragon Partners, Aavishkaar Capital"
Loco,Bangalore,Gaming,9000000,Seed,2021,"Krafton, Lumikai"
Auric,New Delhi,HealthCare,2000000,Series A,2021,Venture Catalysts
Edmingle,Bangalore,EdTech,300000,,2021,"Indovation Fund, Mumbai Angels"
Slice,Bangalore,FinTech,20000000,,2021,"Gunosy, Blume Ventures"
Humit,Bangalore,Music,0,Seed,2021,Antler India
Airblack,Gurugram,IT startup,5200000,Series A,2021,"Edge Ventures, Elevation Capital"
NIRAMAI,Bangalore,HealthCare,0,,2021,CDC Group
Intervue,New Delhi,SaaS startup,0,Seed,2021,"Titan Capital, Kunal Shah"
Nestroots,Gurugram,Fashion,100000,Seed,2021,We Founder Circle
Detect Technologies,Chennai,Automation,12000000,,2021,"Accel Partners, Elevation Capital"
CredR,Bangalore,Automotive,6500000,,2021,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Hyderabad,Solar,125000000,,2021,"Norfund, The Rise Fund"
TABLT,Kolkata,HealthCare,3000000,Series A,2021,Siti Cable
Hesa,Hyderabad,IT startup,2000000,Seed,2021,"Venture Catalysts, 9unicorns"
Powerhouse91,Gurugram,Consumer goods,0,Seed,2021,Crossbeam Venture Partners
Nalanda Learning,Kolkata,EdTech,5000000,,2021,Aavishkaar Capital
Chargeup,New Delhi,Renewable Energy,0,Series A,2021,Mapmyindia
Knackit,Bangalore,IT startup,100000,,2021,Jyoti Bansal
Treebo Hotels,Bangalore,Hospitality,16000000,Series D,2021,Accor
Raptee Energy,Chennai,Automotive,700000,,2021,
Meddo,Gurugram,HealthCare,6000000,,2021,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Bangalore,Pet care,2600000,Series A,2021,"Saama Capital, DSG Consumer Partners"
SkilloVilla,Bangalore,EdTech,300000,Seed,2021,Titan Capital
Cancer Clinics,Telugana,HealthCare,1500000,Series A,2021,Axilor
Velocity,Bangalore,FinTech,1300000,Seed,2021,Valar Ventures
Happy Jars,New Delhi,Food & Beverages,400000,Seed,2021,Inflection Point Ventures
Inshorts,Noida,Media,40000000,,2021,"Addition, SIG Global India Fund"
ExtraaEdge,Pune,MarTech,1000000,Series A,2021,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Pune,Tech Startup,1250000,Seed,2021,Alfa Ventures
Voiro,Bangalore,Advertisement,1800000,Series A,2021,1Crowd
Dream Sports,Mumbai,Gaming,400000000,,2021,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,New Delhi,AgriTech,50000000,,2021,BanyanTree Finance Pvt. Ltd.
Instoried,Bangalore,Content creation,0,,2021,"EXPERT DOJO, Mumbai Angels"
Rupifi,Bangalore,FinTech,4100000,Series A,2021,Quona Capital
Moneyboxx,Mumbai,FinTech,3000000,Debt,2021,"Ashv Finance, BlackSoil Capital"
CityMall,Gurugram,E-commerce,11000000,Series A,2021,"WaterBridge Ventures, SAIF Partners"
Janani,Bangalore,Heathcare,1000000,Seed,2021,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,Bangalore,AgriTech,1700000,Seed,2021,"Omnivore, Strive Ventures"
Bombay Shaving Company,New Delhi,Lifestyle,2000000,,2021,"Rajesh Sud, KULDEEP JAIN"
DotPe,Gurugram,FinTech,27000000,Series A,2021,"PayU, Google"
Homingos,Bangalore,Augmented reality,0,,2021,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Mumbai,Tech Startup,0,,2021,"Titan Capital, First Cheque"
Five Star Finance,Chennai,FinTech,234000000,,2021,"TPG Capital Asia, Epiq Capital"
Settlrs,Bangalore,Rental space,0,Series A,2021,MaGEHold Pte. Ltd.
BYJU'S,Bangalore,EdTech,460000000,Series F,2021,"BlackRock, Owl Ventures"
Annapurna Finance,Bhubaneswar,FinTech,30000000,,2021,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,Bangalore,HealthCare,13500000,Series B,2021,"JSW Ventures, Kalaari Capital"
Masai School,Bangalore,EdTech,5000000,Series A,2021,"Unitus Ventures, Omidyar Network India"
Bewakoof,Mumbai,D2C Fashion,4000000,,2021,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,New Delhi,FinTech,5100000,,2021,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,Bangalore,BioTechnology,195000000,Series B,2021,"RouteOne, Mankekar Family Office"
Tilt,Bangalore,Bike Rental,125000,,2021,Y Combinator
NeoDove,Jaipur,AI startup,15000000,Seed,2021,India Quotient
Zaara Biotech,Kottayam,BioTechnology,10000000,,2021,TCN International Commerce
KreditBee,Bangalore,FinTech,75000000,Seed,2021,"Alpine Capital, PremjiInvest"
True Balance,Gurugram,FinTech,10000000,Debt,2021,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,Bangalore,FinTech,1000000,Seed,2021,
Purplle,Mumbai,Beauty products,45000000,,2021,"Spring Marketing Capital, Verlinvest"
FloBiz,Bangalore,Tech Startup,10000000,Series A,2021,Elevation Capital
Jeevam Health,New Delhi,Health care,1500000,Seed,2021,Y Combinator
NewLink Group,Beijing,Tech Startup,200000000,,2021,Bain Capital
OZiva,Mumbai,Heathcare,12000000,Series B,2021,"F-Prime Capital, Eight Roads Ventures India"
Blive,Panaji,Tourism,1000000,Series A,2021,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Mumbai,Gaming,30000000,,2021,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,New Delhi,Automotive,2600000,Series A,2021,"ADB Ventures, Jetty Ventures"
Pixxel,Bangalore,SpaceTech,7300000,Seed,2021,"Techstars, Ryan Johnson"
Prescinto,Gujarat,Solar,3500000,Seed,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Mumbai,Beauty products,20000000,Series C,2021,Bessemer Venture Partners
Chirrup,Bangalore,Gaming,300000,Seed,2021,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Gurugram,Insurance,75000000,,2021,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Bangalore,Rental space,5000000,,2021,Angel investors
Juicy Chemistry,Coimbatore,HealthCare,6300000,Series A,2021,Akya Ventures
Svasti Microfinance,Mumbai,FinTech,4000000,,2021,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,New Delhi,Consulting,2000000,,2021,Titan Capital
Wysa,Bangalore,AI startup,0,,2021,"Kae Capital, Pi Ventures"
Ankur capital,Mumbai,FinTech,40000000,,2021,
Indifi,Gurugram,FinTech,5000000,Debt,2021,"Elevar Equity, Accel India"
Firmway,Mumbai,FinTech,0,Seed,2021,
Say Cheese,Mumbai,FemTech,1000000,Seed,2021,
Indic Inspirations,Pune,Cultural,300000,,2021,Marquee investors
Bimaplan,Mumbai,FinTech,500000,Seed,2021,"Titan Capital, Y Combinator"
YAP,Chennai,FinTech,10000000,Series B,2021,"Jitendra Gupta, Better Capital"
Leap Finance,Bangalore,FinTech,17000000,Series B,2021,Jungle Ventures
BlackSoil NBFC,Mumbai,FinTech,3000000,,2021,
OYO,Gurugram,Hospitality,200000000,,2021,Hindustan Media Venture
Max Healthcare,New Delhi,HealthCare,140000000,,2021,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,Bangalore,HealthTech,2000000,Series A,2021,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,New Delhi,EdTech,400000,Seed,2021,Richard Rekhy
Stylework,Gurugram,Co-working,500000,Series A,2021,Inflection Point Ventures
Kinara Capital,Bangalore,FinTech,6000000,,2021,"GAWA Capital, Gaja Capital"
Riskcovry,Bangalore,InsureTech,5000000,Series A,2021,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gurugram,Gaming,20000000,,2021,Krafton
Quizizz,Bangalore,EdTech,12500000,Series A,2021,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,New Delhi,E-commerce,20000000,,2021,"CDC Group, Partners Group"
Turtlemint,Mumbai,InsureTech,45000000,Series D,2021,Jungle Ventures
Captain Fresh,Bangalore,Supply chain platform,3000000,Seed,2021,"Matrix Partners India, Ankur Capital"
Northern Arc,Chennai,FinTech,10000000,Debt,2021,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Bangalore,Social platform,800000,Seed,2021,Angel investors
IGL,Mumbai,Gaming,500000,,2021,"Hungama, Hindustan Talkies"
AMPM,Gurugram,E-commerce,200000,,2021,Agility Venture Partners
The ePlane,Chennai,Drone,1000000,Seed,2021,"Speciale Invest, Farid Ahsan"
Cashify,Gurugram,E-commerce,15000000,,2021,"Bessemer Venture Partners, CDH Investments"
Bijnis,New Delhi,B2B service,0,,2021,"Sequoia Capital India, Matrix Partners India"
Questt,Gurugram,EdTech,1000000,Seed,2021,"Chiratae Ventures, AET Fund"
DealShare,Jaipur,E-commerce,3000000,Debt,2021,"Omidyar Network, Falcon Edge Capital"
Euler Motors,New Delhi,Automotive,4000000,Series A,2021,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,Mumbai,FinTech,40000000,,2021,Avendus
KoineArth,Bangalore,Blockchain startup,1800000,Series A,2021,YourNest
ImaginXP,Pune,EdTech,1500000,,2021,Venture Catalysts
Virohan,Gurugram,EdTech,0,,2021,"National Skill Development Corporation, Rianta Capital"
Apna.co,Bangalore,Recruitment,12500000,,2021,"Sequoia Capital India, Rocketship.vc"
ideaForge,Mumbai,Drone,2000000,,2021,"Infosys, Qualcomm Ventures"
Clairco,Bangalore,CleanTech,500000,,2021,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,Chennai,FinTech,50000000,Debt,2021,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,"Faridabad, Haryana",Fashion,95000000,,2021,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,New Delhi,Automotive,0,Seed,2021,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,Gurugram,EdTech,3000000,Series A,2021,"Rebright Partners, Wadhwani Foundation"
BankSathi,New Delhi,FinTech,200000,Seed,2021,"Dinesh Godara, Aditya Talwar"
Spark Studio,Bangalore,EdTech,0,Seed,2021,Better Capital
BlissClub,Bangalore,Fashion,2000000,Seed,2021,Elevation Capital
BricSpaces,Bangalore,Real estate,350000,Seed,2021,Angel investors
ANSR,Bangalore,Consulting,15000000,Series B,2021,"Sistema Asia Capital, Evolvence India Fund"
Keito,Pune,AI company,0,Seed,2021,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Gurugram,Sports startup,400000,Seed,2021,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Mumbai,Renewable Energy,15000000,Series A,2021,"JITO Angel Network, LetsVenture"
Karbon Card,Bangalore,FinTech,1000000,Series A,2021,"MyAsia VC, Orios Venture Partners"
Wysa,Bangalore,AI company,5000000,Series A,2021,"W Health Ventures, Pi Ventures"
Agnikul,Chennai,SpaceTech,11000000,Series A,2021,"Artha India Ventures, Sriram Krishnan"
LegalPay,New Delhi,FinTech,0,Seed,2021,9Unicorns
Glamplus,Bangalore,SaaS startup,200000,Series A,2021,Inflection Point Ventures
Tekie,Gurugram,EdTech,1500000,Seed,2021,"GSV, Multiply Ventures"
Asirvad Microfinance,Chennai,FinTech,15000000,,2021,"WorldBusiness Capital, Northern Arc"
Avalon Labs,Bangalore,FinTech,0,Series A,2021,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,Bangalore,Matrimony,3000000,Series A,2021,"Y Combinator, Rehan A Khan"
Koo,Bangalore,Social Media,30000000,Series B,2021,"Balaji Srinivasan, Naval Ravikant"
Rezo.ai,Noida,AI startup,0,Seed,2021,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,Mumbai,EdTech,200000,Series A,2021,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Bangalore,Human Resources,1800000,Seed,2021,"Varun Alagh, Harish Daiya"
Clensta,New Delhi,BioTechnology,600000,,2021,"IAN Fund, World Startup Factory"
FarMart,Gurugram,AgriTech,24000000,Series A,2021,"Omidyar Network India, Avaana Capital"
Kodo Card,Mumbai,FinTech,8000000,Seed,2021,"Brex, Y-Combinator"
Polygon,Mumbai,Crypto,0,,2021,"Mark Cuban, MiH Ventures"
Get My Parking,New Delhi,Mobility,6000000,,2021,"IvyCap Ventures, IAN Fund"
Cellestial,Hyderabad,Electronics,500000,Series A,2021,"Gurj Aujla, Ashik K"
FanCode,Mumbai,Sports startup,50000000,,2021,Dream Sports
Jai Kisan,Mumbai,FinTech,30000000,Series A,2021,"The Chatterjee Group, Prophetic Ventures"
Plum,Bangalore,HealthCare,15000000,Series A,2021,"Harsh Jain, Lalit Keshre"
ThatMate,Satara,HealthCare,140000,,2021,"Supriya Kumari, Premanshu Singh"
Klassroom,Mumbai,EdTech,200000,Series A,2021,ah! Ventures
Convin,Bangalore,SaaS startup,300000,Seed,2021,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Bangalore,Clothing,50000000,Series A,2021,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Ahmadabad,Consulting,200000,,2021,Pravesh Mehta
MedTel Healthcare,Orissia,HealthCare,5000000,Series A,2021,
Pickright Technologies,Bangalore,FinTech,200000,,2021,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,New Delhi,EdTech,0,Seed,2021,Lead Angels
BharatPe,New Delhi,FinTech,6000000,Debt,2021,"Amplo, Insight Partners"
RuleZero,Bangalore,Tech Startup,1000000,Seed,2021,"Induslaw, Reddy Futures"
Rubix Data Sciences,Mumbai,IT startup,800000,Seed,2021,
Locobuzz,Mumbai,Analytics,4000000,Series A,2021,Yuj Ventures
We Founder Circle,Mumbai,FinTech,2000000,Seed,2021,Geekster
Haqdarshak,Jaipur,Finance,800000,Series A,2021,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Mumbai,Logistics,0,Seed,2021,Eaglewings Ventures
Enthu.ai,Chandigarh,AI startup,200000,,2021,Appit Simple Infotek
Myelin Foundry,Bangalore,AI startup,1000000,Series A,2021,Beyond Next Ventures
SuperOps.ai,Chennai,AI startup,3000000,Seed,2021,"Ramakant Sharma, Elevation Capital"
6Degree,Mumbai,Retail,1000000,,2021,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,Bangalore,EdTech,16500000,Series A,2021,"Lightspeed India Partners, CM Ventures"
Sarathi,Jodhpur,HealthCare,100000,Seed,2021,
Jidoka Technologies,Chennai,Software,340000,Seed,2021,
Rapido,Bangalore,Transportation,43000000,Series C,2021,"Skycatcher, Nexus Venture Partners"
BYJU'S,Bangalore,EdTech,150000000,,2021,"Tiga Investments, Baron Capital"
ElasticRun,Pune,E-commerce,75000000,Series D,2021,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,Bangalore,FinTech,3000000,Debt,2021,"Alteria Capital, Matrix Partners India"
Nivesh,Noida,FinTech,1600000,Series A,2021,"Raghav Kapur, Indian Angel Network"
Thingsup,Pune,IoT platform,1000000,,2021,GSF Accelerator
Arthya Wealth and Investments,Mumbai,FinTech,1000000,Series A,2021,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,Mumbai,E-commerce,60000000,,2021,"Glade Brook Capital, Nexus, Y Combinator"
Fi,Bangalore,Financial Services,50000000,Series B,2021,"Capital Group, Falcon Edge"
Kiko Live,Gurugram,Commerce,1000000,Series A,2021,"Dinesh Agarwal, Amarjit Batra"
TurboHire,Hyderabad,Computer Software,0,,2021,"Arcilla, Samir Khosla"
The Hosteller,Mumbai,Hospitality,1000000,Series A,2021,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Bangalore,Defense & Space,0,,2021,Baring PE India
Ruptok Fintech,New Delhi,Financial Services,2000000,Series A,2021,Manuvel Malabar Jewellers
VilCart,Bangalore,Retail,2000000,,2021,Nabventures
Dogsee Chew,Bangalore,Food & Beverages,7000000,Series A,2021,Sixth Sense Ventures
Advantage Club,Gurugram,HR Tech,3300000,Series A,2021,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Bangalore,Financial Services,150000,,2021,"Kunal Shah, Snehal Fulzele"
Zoomcar,Bangalore,Mobility,92000000,,2021,SternAegis Ventures
Leap India,Mumbai,Logistics & Supply Chain,10000000,,2021,CDC Group
SuperBottoms,Mumbai,Consumer Goods,400000,,2021,Alteria Capital
Cora Health,Bangalore,"Health, Wellness & Fitness",600000,Seed,2021,Indian Angel Network
Battery Smart,New Delhi,Renewables & Environment,7000000,Series A,2021,"Blume Ventures, Orios Ventures"
The Good Glamm Group,Pune,Information Technology & Services,150000000,Series D,2021,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,Mumbai,"Health, Wellness & Fitness",24000000,Series A,2021,Sequoia
CloudFiles,Bangalore,SaaS startup,300000,Seed,2021,Titan Capital
The Viral Fever,Mumbai,Entertainment,2000000,,2021,BlackSoil
Xpand,New Delhi,Retail,1500000,Series A,2021,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,Hyderabad,E-commerce,7000000,Series A,2021,OAKS Asset Management
Prodo,New Delhi,Business Supplies & Equipment,300000,Seed,2021,"Titan Capital, LetsVenture"
Unnati,Noida,FinTech,7000000,Series A,2021,"Incofin, NabVentures, Orios"
Lysto,Bangalore,NFT,3000000,Seed,2021,BEENEXT
Wakefit,Bangalore,Furniture,20000000,Series C,2021,SIG
Buyofuel,Coimbatore,Oil & Energy,100000,Seed,2021,Inflection Point Ventures
ElectricPe,Bangalore,EV,3000000,Seed,2021,"Blume Ventures, Micelio Fund"
Vayana Network,Pune,Financial Services,30000000,Series C,2021,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,Surat,E-learning,100000,Seed,2021,"Ashish Jain, Ajay Surana"
Knocksense,Lucknow,Online Media,150000,,2021,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Ahmedabad,Information Technology & Services,4500000,,2021,"Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Gurugram,Food & Beverages,17000000,,2021,"Investcorp, Omidyar Network"
Doola,New York,Company-as-a-Service,3000000,,2021,Nexus Venture Partners
EyeMyEye,Gurugram,Eyewear,2000000,Series A,2021,2000000
