Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
Ethereum Push Notification Service,Mumbai,Blockchain startup,750000.0,Seed,2020,Prolific angel investors
Mihup,Kolkata,Conversational AI platform,1500000.0,Series A,2020,"Ideaspring Capital, Accel"
RuralBasket,"Tirunelveli, Tamilnadu",E-commerce,500000.0,,2020,Nativelead Foundation
WayCool Foods,Chennai,AgriTech,7800000.0,Debt Financing,2020,"FMO, IndusInd Bank"
Infra.Market,Thane,Real Estate,20000000.0,Series B,2020,"Trifecta Capital Advisors, Nexus Venture Partners"
Info Edge Venture,Noida,Venture capitalist,50000000.0,,2020,Lightbox
Clovia,Noida,E-commerce,4000000.0,Series C,2020,"Golden Birch Investments, She Capital"
Codingal,Bangalore,EdTech,560000.0,Seed,2020,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator."
CRED,Bangalore,Finance company,80000000.0,Series C,2020,"General Catalyst, Ribbit Capital"
Vistaar Finance,Bangalore,Finance company,30000000.0,,2020,FMO
Let's Dive,Bangalore,SaaS platform,1700000.0,,2020,Surge
Habitat,,EdTech,600000.0,Seed,2020,"Unitus Ventures, Whiteboard Capital"
SAWO Labs,Mumbai,SaaS platform,600000.0,Seed,2020,"StartupXseed Ventures, 100X.VC"
Signzy,Bangalore,AI platform,3000000.0,,2020,"Stellaris Venture Partners, Mastercard"
Kyt,Singapore,EdTech,2500000.0,,2020,Sequoia Capital India’s Surge
Raskik,,Fusion beverages,1000000.0,Series A,2020,"Venture Catalysts, 9Unicorns"
GetWork,Gurugram,HR Tech,40000.0,Seed,2020,India Accelerator
Mobile Premier League (MPL),Bangalore,Gaming,500000.0,Series B,2020,"Pegasus Tech Ventures, Base Partners"
Pravasirojgar,,Job portal,33000000.0,,2020,GoodWorker.
NewsReach,Gujarat,Digital Media,1500000.0,Seed,2020,"Mumbai Angels, JITO Angel Network."
Cashfree,Bangalore,FinTech,35000000.0,Series B,2020,"George Osborne, Smilegate Investment"
Credgenics,New Delhi,FinTech,3000000.0,Series A,2020,"Accel India, Breadlake Ventures"
GeoIQ,Bangalore,AI startup,300000.0,Seed,2020,"Ankur Mittal, Mitesh Shah"
Country Delight,Haryana,Dairy startup,25000000.0,Series C,2020,"IIFL Asset Management, Matrix Partners"
Quintype,Bangalore,Content management,3500000.0,Series A,2020,IIFL AMC
CARS24,Haryana,Retail,200000000.0,Series E,2020,"Global Car Group, Freemark holdings"
Cityflo,Mumbai,Transportation,7000000.0,Series A,2020,"Anupam Mittal, India Quotient"
AlgoBulls,Mumbai,Trading platform,200000.0,,2020,Venture Catalysts
Credgenics,Gurugram,FinTech,3000000.0,Series A,2020,"Accel India, Breadlake Ventures"
Ensuredit,Gurugram,FinTech,300000.0,Series A,2020,Venture Catalysts
Shipsy,Gurugram,AI Company,6000000.0,Series A,2020,"DTDC, Udaan Angel Partners"
ERPNext,Mumbai,Tech company,1000000.0,,2020,Rainmatter
Yellow Classes,Gurugram,EdTech,1300000.0,Series A,2020,India Quotient
Plum,Bangalore,HealthTech,4100000.0,,2020,"Surge, Tanglin Venture Partners"
STAGE,Indore,Entertainment,1000000.0,,2020,Venture Catalysts
Kaagaz Scanner,,Scanning app,575000.0,,2020,Pravega Ventures
NIRA,Bangalore,FinTech,1000000.0,,2020,"Techstars Bangalore Accelerator, Techstars"
Byju's,Bangalore,EdTech,200000000.0,,2020,"Owl Ventures, Tiger Global Management"
DaMENSCH,Bangalore,E-commerce,6000000.0,,2020,"Whiteboard Capital, Matrix Partners India"
Country Delight,Haryana,Food and Beverages,25000000.0,Series C,2020,"Orios Venture Partners, Matrix Partners India"
SignalX,Hyderabad,AI startup,800000.0,Seed,2020,"9Unicorns, 3Lines VC, Hyderabad Angels"
Lancify,Bangalore,EdTech,300000.0,,2020,"Techstars, Techstars Bangalore Accelerator"
Krimanshi,Jodhpur,Biotechnology company,600000.0,Seed,2020,"Rajasthan Venture Capital Fund, AIM Smart City"
Instoried,Bangalore,AI startup,1000000.0,Series A,2020,"Venture Catalysts, SOSV"
PlayerzPot,Mumbai,Gaming startup,3000000.0,Series A,2020,
Turtlemint,Mumbai,HealthTech,30000000.0,,2020,"Nexus Venture Partners, Dream Incubator"
Arata,New Delhi,E-commerce,1000000.0,Series A,2020,DSG Consumer Partners
MPL,Bangalore,Gaming startup,5000000.0,,2020,"Pegasus Tech Ventures, Base Partners"
True Balance,Gurugram,FinTech,28000000.0,,2020,"IBK Capital, SB Partners"
Prescribe,Chennai,HealthTech,100000.0,,2020,Titan Capital
Nepra,Ahmedabad,CleanTech,18000000.0,Series C,2020,"Asha Impact, Aavishkaar Venture Capital"
inFeedo,Gurugram,SaaS startup,3200000.0,,2020,"Peyush Bansal, Ritesh Malik"
MindTickle,Pune,SaaS platform,100000000.0,Debt Financing,2020,"Canaan Partners, NewView Capital"
Krimanshi,Jodhpur,Biotechnology company,600000.0,Seed,2020,"Rajasthan Venture Capital Fund, AIM Smart City"
Slice,Bangalore,FinTech,5000000.0,Debt Financing,2020,"Better Capital, Gunosy"
Rapawalk,Bangalore,E-commerce,300000.0,Seed,2020,"Sanjay Ramakrishnan, Ravi Garikipati"
Stride Ventures,New Delhi,Venture capitalist,80000000.0,,2020,Small Industries Development Bank of India
BlackSoil,Mumbai,FinTech,10000000.0,,2020,
Biocon,Bangalore,Healthcare,15000000.0,,2020,Goldman Sachs
Clientjoy,Gujarat,SaaS startup,800000.0,Series A,2020,"LetsVenture, Jyotsna Bapat"
Xpressbees,Pune,E-commerce,100000000.0,,2020,"Alibaba Group, InnoVen Capital"
Wellness Forever,Mumbai,HealthTech,100000000.0,,2020,"Poonawalla, Allana Group"
MoooFarm,Gurugram,AgriTech,500000.0,Seed,2020,"Navus Ventures, Rockstart"
BitClass,Bangalore,PaaS startup,2000000.0,Seed,2020,"AET Japan, Figure Eight Investments, Waterbridge Ventures"
Gonuts,Mumbai,Entertainment,400000.0,Seed,2020,"Sweta Rau, Archana Priyadarshini"
Uolo,Bangalore,EdTech,2000000.0,Seed,2020,"Rajul Garg, Purvi Capital"
Kirana King,"Jaipur, Rajastan",Retail,900000.0,Series A,2020,Rajasthan Venture Capital Fund
Jade Forest,Delhi,Beverages,250000.0,Seed,2020,
FrontRow,Bangalore,EdTech,3200000.0,Seed,2020,"Lightspeed, Elevation, Deepika Padukone"
Reliance Retail,Mumbai,E-commerce,10000000.0,,2020,"Abu Dhabi Investment Authority, GIC"
Ather Energy,Bangalore,Automobiles,35000000.0,Series D,2020,HeroMotoCorp Ltd and Sachin Bansal
Routematic,Bangalore,SaaS startup,2000000.0,,2020,"VAMM Ventures, Naresh Malhotra"
LivFin,New Delhi,FinTech,4700000.0,,2020,"DEG, KFW DEG"
Eggoz,Indore,Food & Bevarages,1500000.0,Series A,2020,"AVANA Capital, Rebright Partners"
CHARGE+ZONE,Gujarat,EV startup,3000000.0,Series A,2020,Mumbai Angels
Stones2milestones,Gurugram,EdTech,2000000.0,Bridge,2020,"Menterra Venture Advisors, Emandi Sankara Rao"
Udacity,California,EdTech,75000000.0,Debt Financing,2020,"Hercules Capital, Inc.Bertelsmann"
AjnaLens,Thane,AR/VR startup,1000000.0,Bridge,2020,"Mohsin Hani Al Bahrani, MoD"
Gully Network,Bangalore,E-commerce,1200000.0,Series A,2020,"CP Ventures, Orios Venture Partners"
TurboHire,Hyderabad,Recruitment startup,1000000.0,Seed,2020,"Kia Ora Ventures, Pentathlon Ventures"
Charcoal Eats,Mumbai,QSR startup,2000000.0,,2020,Lokmat Investments
Svami,Mumbai,Food & Bevarages,800000.0,,2020,"Niren Shah, Rukam Capital Trust"
Dhurnia,"Dhingsara, Haryana",EdTech,100000.0,,2020,"Chandigarh Angels Network, Modulor Capital"
Leena AI,"New York, United States",AI startup,8000000.0,,2020,"Alan Patricof, Jim Moffatt"
Bizlog,Bangalore,Logistics,1000000.0,,2020,IAN Fund
Tamasha.live,Mumbai,Gaming,300000.0,,2020,"9Unicorns, Titan Capital, FirstCheque"
Fedo,Bangalore,AI startup,1000000.0,,2020,AIM Smart City
FabHotels,Gurugram,Hospitality,1000000.0,,2020,"RB Investments Pte. Ltd, Goldman Sachs"
Freshokartz,"Jaipur, Rajastan",AgriTech,1000000.0,Series A,2020,"Rajasthan Venture Capital Fund, Innovana Thinklabs"
FlexiLoans,Mumbai,FinTech,6000000.0,Debt Financing,2020,>Vikram Sud
FreshtoHome,Bangalore,E-commerce,121000000.0,Series C,2020,"Ascent Capital, Iron Pillar"
Credable,Mumbai,FinTech,4500000.0,,2020,Oaks Asset Management
Railofy,Mumbai,Transportation,5000000.0,Seed,2020,"Roots Ventures, Better Capital"
Finova Capital,"Jaipur, Rajastan",FinTech,55000000.0,,2020,"Sequoia Capital India, Faering Capital"
Teachmint,Bangalore,Edtech,3500000.0,Seed,2020,Lightspeed India
Peel-Works,Mumbai,E-commerce,3000000.0,,2020,"CESC Ventures, Brun Raschle"
Janani,Bangalore,Fertility tech,200000.0,Seed,2020,9Unicorns
Credgenics,Gurugram,FinTech,3300000.0,Seed,2020,"Accel, Sunder Nookala"
Jumbotail,Bangalore,E-commerce,11000000.0,Series B,2020,Nexus Venture Partners and 23 High Networth Individuals (HNIs)
Winzo,New Delhi,Gaming startup,2000000.0,,2020,"Makers Fund, Courtside Ventures"
mCaffeine,Mumbai,Cosmetics,5000000.0,Series B,2020,"RPSG Ventures, Amicus Capital"
Pocket FM,Bangalore,FM,5000000.0,Series A,2020,"Times Group, Lightspeed"
FreshtoHome,Bangalore,E-commerce,16000000.0,,2020,"Ascent Capital, Iron Pillar"
Jumbotail,Bangalore,Retail,11000000.0,Series B,2020,"Nexus Venture Partners, Capria Ventures"
Genius Teacher,Mumbai,Edtech,2000000.0,,2020,"Sandeep Tandon, Daniel Lapus"
Krimanshi Feeds,Jodhpur,Nutrition sector,500000.0,,2020,"Rajasthan Venture Capital Fund, AIM Smart City"
Origo,Gurugram,AgriTech,4000000.0,Debt Financing,2020,Northern Arc Capital
GetVantage,Mumbai,FinTech,5000000.0,Seed,2020,"Samyakth Capital, Venture Catalysts"
Betterplace,Bangalore,Tech platform,10000000.0,Series B,2020,Jungle Ventures
Biddano,Mumbai,Healthcare,600000.0,Series A,2020,Windrose Capital
InVideo,Mumbai,Video,15000000.0,Series A,2020,"Base Partners, Sequoia Capital India"
Arzooo,Bangalore,Retail Tech,7500000.0,Series A,2020,"3Lines, Jabbar Internet Group"
Hubilo,"San Francisco, California, United States",Tech company,4500000.0,Seed,2020,"Nishant Rao, Jonathan Boutelle"
BASIC Home Loan,Gurugram,FinTech,5000000.0,Seed,2020,Picus Capital
Ketos,"San Francisco, United States",AI startup,18000000.0,,2020,"Citi Ventures, Illuminated Funds Group"
SUGAR cosmetics,Mumbai,Cosmetics,2000000.0,Debt Financing,2020,"A91 Partners, RB Investments Pte. Ltd"
Signzy,Bangalore,FinTech,5400000.0,,2020,"GenNext Ventures, Contrarian Drishti Partners"
Tekion,"San Ramon, California",AI startup,150000000.0,Series C,2020,"Alliance Ventures, Storm Ventures"
Brighteye Ventures,"Paris, Ile-de-France, France",Edtech,5400000.0,,2020,Tandem
EzeRx,Kolkata,Medtech,200000.0,Seed,2020,"Indian Oil Corporation, Krishna Chakravarty"
VitalTech,"Plano, Texas, United States",HeathTech,3000000.0,Seed,2020,Tech Mahindra
Genius Teacher,Mumbai,Edtech,2000000.0,,2020,"Whiteboard Capital, VKG Ventures LLP."
Ultraviolette Automotive,Bangalore,Automobiles,4000000.0,Series B,2020,TVS Motor Company
Rare Planet,Kolkata,Retail startup,400000.0,Series A,2020,Venture Catalysts
GoodGamer,Bangalore,Gaming,2500000.0,Seed,2020,
InnAccel,Bangalore,Medtech,1500000.0,Series A,2020,Mount Judi Ventures
Tiliter,Sydney,Retail,7500000.0,,2020,"AngelList, Investec"
Slintel,"San Francisco Bay Area, Silicon Valley, West Coast",Sles and marketing,4200000.0,,2020,"Accel, Stellaris Venture Partners"
SoOLEGAL,New Delhi,LegalTech,4000000.0,,2020,
HobSpace,Mumbai,Edtech,200000.0,Seed,2020,Artha Venture
Supplynote,Noida,SaaS startup,500000.0,Seed,2020,"MOX, SOSV"
ShopUp,Bangaldesh,E-commerce,22000000.0,Series A,2020,"Flourish Ventures, Lonsdale Capital"
Zomato,Gurugram,FoodTech,52000000.0,,2020,"Kora, Tiger Global Management"
Dukaan,Mumbai,Tech Startup,6000000.0,Seed,2020,"Lightspeed, Matrix Partners."
CredR,Mumbai,Bike marketplace,2000000.0,,2020,"Eight Roads Ventures, On Mauritius"
Satyukt,Bangalore,Agri tech,500000.0,Seed,2020,"NABVENTURES, Social Alpha (India)"
TREAD,Bangalore,Fitness startup,1100000.0,Seed,2020,"Better Capital, Kunal Shah, Gaurav Munjal"
Anveshan,Bangalore,FoodTech,100000.0,Seed,2020,Titan Capital
TeaMonk,Bangalore,Food & Bevarages,900000.0,Series A,2020,"Lead Angels Network, Roots Ventures"
Fleetx,Gurugram,Tech Startup,3000000.0,Series B,2020,"Rohit Bansal, Rohan Ranavat"
Avataa Me,Bangalore,AR platform,7000000.0,Series A,2020,Sequoia Capital India
Arrival,"London, England, United Kingdom",EV startup,118000000.0,,2020,"UPS Ventures, Hyundai Motor Company"
Cover Genius,"Sydney, New South Wales, Australia",FinTech,15000000.0,,2020,"King River Capital, Leap Capital"
Phononic Vibes,"Milano, Lombardia, Italy",Deeptech,2300000.0,,2020,
Clair,"New York, United States",FinTech,4500000.0,Seed,2020,"Upfront Ventures, Walkabout Ventures"
Miko,Mumbai,AI startup,3000000.0,Series B,2020,"Stride Ventures, YourNest Venture Capital"
Razorpay,Bangalore,FinTech,100000000.0,Series D,2020,"Tiger Global Management, Sequoia Capital India"
Ninjacart,Bangalore,Food Industry,30000000.0,,2020,"Syngenta Ventures, Walmart"
Wow! Momo,Kolkata,Food Industry,5000000.0,Debt Financing,2020,"Tiger Global Management, William Bissell"
Pepper Content,Mumbai,Content marketplace,4200000.0,Series A,2020,"Alok Mittal, Manan Maheshwari"
LIVSPACE,Bangalore,Interior Design,4000000.0,Debt Financing,2020,"Mercer Investments, Bessemer Venture Partners"
Acculi Labs,Bangalore,Healthcare,600000.0,Seed,2020,Startup Basket.
Your MD,"London, England, United Kingdom",Healthcare,25000000.0,,2020,"Orkla Ventures, Smedvig Capital"
Antaios,France,Tech company,11000000.0,,2020,
Unnati,Noida,AgriTech,1700000.0,Series A,2020,NABVENTURES
Disprz,Chennai,Edtech,1600000.0,Series B,2020,"Xseed Partners, InnoVen Capital"
Uni,Mumbai,FinTech,18500000.0,Seed,2020,"Lightspeed India Partners, Accel India"
Credit Wise Capital,Mumbai,FinTech,6000000.0,Seed,2020,Venture Catalysts
Chargebee,"San Francisco Bay Area, West Coast, Western US",SaaS startup,55000000.0,Series F,2020,"Accel, Steadview Capital"
Reliance Retail Ventures Ltd,Mumbai,Retail,70000000000.0,,2020,"Silver Lake, Mubadala Investment Company"
Winuall,Bangalore,Edtech,2000000.0,,2020,"Amit Lakhotia, Akash Gehani"
Genrobotics,"Trivandrum, Kerala, India",AI startup,300000.0,,2020,Unicorn India Ventures
Livve,Cochin,Rental space,1500000.0,Seed,2020,
Ergos,"Samastipur, Bihar",AgriTech,5000000.0,Series A,2020,"Aavishkaar Venture Capital, Chiratae Ventures"
Krishitantra,Hyderabad,Soil-Tech,1000000.0,Seed,2020,"NABVENTURES, Omnivore"
Monet Networks,"Irvine, California, United States",AI startup,500000.0,Bridge,2020,"SenseAI Ventures, EvoNexus"
NirogStreet,Gurugram,Ayurveda tech,2000000.0,Series A,2020,"Wavemaker Partners, Subho Ray"
Fanball XI,New Delhi,Gaming,1000000.0,Seed,2020,Foxhog Ventures
Treebo Hotels,Bangalore,Hospitality,6000000.0,,2020,"Ramesh Mangaleswaran, Saikiran Krishnamurthy"
GPS Renewables,Bangalore,Cleantech,3000000.0,Series A,2020,"Triodos, Caspian"
Public,New Delhi,Social Media,30000000.0,,2020,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
Legal Salah,Kolkata,LegalTech,1000000.0,Seed,2020,I2I Capitals
ECOSTP,Bangalore,Sanitation solutions,19000000.0,,2020,Terwilliger Centre
Coralogix,"San Francisco, California, United States",SaaS startup,25000000.0,Series B,2020,"2B Angels, Janvest Capital Partners"
Equiwatt,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Tech company,300000.0,,2020,Rising Stars
Reliance Retail Ventures,Mumbai,E-commerce,800000000.0,,2020,"General Atlantic, Kohlberg Kravis Roberts"
Zhangmen,"Shanghai, China",Edtech,400000000.0,,2020,"CICC Alpha, VMS Asset Management"
AgroWave,Gurugram,AgriTech,500000.0,,2020,Sekhar Puli
Sapio Analytics,Mumbai,Tech company,150000.0,,2020,
Taimei,"Jiaxing, Zhejiang, China",HealthCare,176000000.0,,2020,"Cowin Venture, ZSVC"
Avanse Financial Services,Mumbai,FinTech,15000000.0,,2020,International Finance Corporation
Industry Buying,New Delhi,E-commerce,15000000.0,,2020,"BlackSoil, BEENEXT"
Hopscotch,Mumbai,E-commerce,25000000.0,,2020,"Marc Lore, Rise Capital"
Pristyn Care,Gurugram,HealthCare,11000000.0,,2020,"Sequoia Capital India, Hummingbird Ventures"
WoodenStreet,Rajastan,Home Design,1000000.0,,2020,"IAN Fund, Rajasthan Venture Capital Fund"
ACKO,Mumbai,InsureTech,60000000.0,,2020,"RPS Ventures, Intact Ventures"
Farmers Fresh Zone,Kochi,AgriTech,470000.0,,2020,"Artha India Ventures, Nagaraja Prakasam"
Infurnia,Bangalore,Tech Startup,240000.0,,2020,"Pallav Nadhani, Idein Ventures"
Snowflake,California,Tech company,3000000000.0,,2020,"Salesforce Ventures, Dragoneer Investment Group"
GenieTalk,Indore,Tech company,750000.0,,2020,
Classplus,Noida,EdTech,10000000.0,,2020,"Spiral Ventures, Surge"
Mobile Premier League,Bangalore,Entertainment,74000000.0,,2020,"Sequoia Capital India, Times Internet"
Fourth Partner Energy,Hyderabad,Solar solution,16000000.0,,2020,"responsAbility, Grameen Impact India (GIII)"
Flipkart,Bangalore,E-commerce,62000000.0,,2020,"Tencent Holdings, Walmart"
Vivriti Capital,Chennai,FinTech,1000000.0,,2020,"Aspada, Creation Investments Capital Management, LLC"
InsuranceDekho,Ludhiana,FinTech,20000000.0,,2020,GirnarSoft
BestDoc,Kochi,HealthCare,2100000.0,,2020,
Byju’s,Bangalore,EdTech,500000000.0,,2020,"Owl Ventures, Tiger Global Management"
Melorra,Bangalore,Jewellery startup,12500000.0,,2020,"Jamshed Jeejeebhoy, Symphony International Holdings"
Reliance,Mumbai,Multinational conglomerate company,2200000000.0,,2020,"Facebook, Google, KKR, Silver Lake"
Inflexor Ventures,Mumbai,FinTech,10000000.0,,2020,
Pandorum,Bangalore,Deeptech startup,5060000.0,,2020,"021 Capital, Karnataka Information Technology Venture Capital Fund"
Dream11,Mumbai,Entertainment,225000000.0,,2020,"Steadview Capital, Tencent Holdings"
SignalX,Hyderabad,SaaS platform,750000.0,,2020,
JetSynthesys,Mumbai,Tech,40000000.0,,2020,"Adar C. Poonawalla, Kris Gopalakrishnan"
Vesta Space Technology,Pune,Tech Startup,10000000.0,,2020,
Dozee,Bangalore,HealthTech,1600000.0,,2020,
Rebel Foods,Pune,Food,50000000.0,,2020,Coatue Management
Nykaa,Mumbai,Fashion,24700000.0,,2020,Steadview Capital
Ketto,Mumbai,Finance,7700000.0,,2020,"Mumbai Angels, Redcliffe Capital"
Suryoday,Mumbai,Finance,800000.0,,2020,"Gaja Capital, Kotak Life, Lok Capital"
SucSEED,Hyderabad,Finance,1300000.0,,2020,"DR. Moti Vyas, Udit Goyal"
Unacademy,Bangalore,EdTech,150000000.0,,2020,"Nexus Venture Partners, Sequoia Capital"
Strata,Bangalore,Real Estate,19067328.0,,2020,"Propstack, SAIF Partners"
3one4 Capital,Bangalore,Venture capital,100000000.0,,2020,
Zomato,Haryana,Food devlivery,62000000.0,,2020,"MacRitchie Investments, Baillie Gifford"
Gaana,Gurugram,Entertainment,51000000.0,,2020,"Tencent Holdings, Times Internet"
EM3 Agri,Noida,AgriTech,1000000.0,,2020,"Global Innovation Fund, Soros Economic Development Fund"
Plum,Thane,Cosmetics,115000.0,,2020,"Ronald Conway, Bay Partners"
Odwen,Noida,Warehouse,54000.0,,2020,Prospect Partners.
Fasal,Bangalore,AgriTech,20000.0,,2020,"Omnivore, Zeroth.AI"
BankBazaar,Chennai,Online financial service,9000000.0,,2020,"Ramesh Srinivasan, Amazon"
Specsmakers,Chennai,Eyeglasses,3000000.0,,2020,Eight Roads Ventures
Grinntech,Dehradun,Battery design,2000000.0,,2020,"Ashok Leyland, V Lakshmi Narayanan"
CreditMantri,Chennai,Online credit management startup,803146.0,,2020,"Ranjit Punja, R Sudarshan, Gowri Mukherjee"
Chai Waale,Chennai,Beverage,238000.0,,2020,"Gunavanth Vaid, Bharat Kumar Sohanraj"
Deepsync,Bangalore,Tech Startup,300000.0,,2020,Venkat Raju
Byju’s,Bangalore,EdTech,500000000.0,,2020,"Owl Ventures, Tiger Global Management"
Reliance Retail,Mumbai,E-commerce,10220000.0,,2020,Silver Lake Partners
QShala,Bangalore,EdTech,300000.0,,2020,
Pitstop,Bangalore,Car Service,1020000.0,,2020,"Clairvest Group, Ontario Centres of Excellence"
Zomato,Haryana,Food devlivery,100000000.0,,2020,"MacRitchie Investments, Baillie Gifford"
ShipsKart,New Delhi,E-commerce,200000.0,Series A,2020,Betatron
SquadStack,San Francisco,Tech company,5000000.0,Series A,2020,"Chiratae Ventures, Blume Ventures"
Financepeer,Mumbai,EdTech,3000000.0,Series A,2020,"Ravi Sanghvi, PitchRight Venture"
Cashify,Gurugram,E-commerce,10000000.0,Debt Financing,2020,"Bessemer Venture Partners, CDH Investments"
Etrio,Hyderabad,EV startup,3000000.0,Series A,2020,HNIs
StayQrious,Bangalore,EdTech,2000000.0,Seed,2020,Y Combinator
Sunstone Eduversity,Gurugram,EdTech,3000000.0,Series A,2020,Prime Venture Partners
Infilect,Bangalore,SaaS startup,1500000.0,Series A,2020,"Mela Ventures, 1Crowd"
Samunnati,Chennai,Agriculture,20000000.0,Debt Financing,2020,"responsAbility, Accel"
Yummy Corp,"Tangerang, Jawa Barat, Indonesia",Food Industry,12000000.0,Series B,2020,"Palm Drive Capital, Amatil X Ventures"
Smallcase,Bangalore,FinTech,13400000.0,Series B,2020,"Sequoia Capital India, Blume Ventures"
Clairvolex,California,Tech Startup,2000000.0,Debt Financing,2020,"JF Mauritius SPV, IndusAge Partners"
Assiduus,Bangalore,E-commerce,1000000.0,Series A,2020,VC Firm K Partners
Brinton,California,HealthTech,1300000.0,Debt Financing,2020,"India Alternatives Private Equity Fund, Tata Capital"
AFK Gaming,Mumbai,Entertainment,200000.0,Series A,2020,
Infarm,Berlin,AgriTech,170000000.0,Series C,2020,"Bonnier Ventures, Hanaco Venture Capital"
Zuper,Seattle,SaaS startup,1100000.0,Seed,2020,"Gemba Capital, Gunderson Dettmer"
mCaffeine,Mumbai,Personal care startup,2900000.0,Series B,2020,"RPSG Ventures, Amicus Capital"
Origa,Andheri,FinTech,2000000.0,Debt Financing,2020,"500 Startups, ah! Ventures"
GullyBuy Software,Pune,Tech Startup,543000.0,Series A,2020,
MPL,Bangalore,Entertainment,90000000.0,Series C,2020,"Base Partners, GO Ventures"
Penny,Riyadh,SaaS startup,1300000.0,Seed,2020,
Onsitego,Mumbai,Customer service company,30000000.0,Series B,2020,"Accel, Zodius Capital"
SmartClean,Singapore,Tech Startup,3400000.0,Series A,2020,"Seeds Capital, AIM Smart City"
ClanConnect,Delhi,Marketing startup,600000.0,Seed,2020,
Servify,Mumbai,Service industry,23000000.0,Series C,2020,"Blume Ventures, Tetrao"
ShareChat,Bangalore,Social media,40000000.0,Series C,2020,"Lightspeed venture partners, saif partners"
Rephrase.ai,Bangalore,AI,1500000.0,Seed,2020,"Techstars Bangalore Accelerator, Techstars"
Melorra,Bangalore,Jewellery,8090000.0,Debt Financing,2020,"Shadows Holdings, Lightbox"
FabHotels,Gurugram,Hospitality,1030000.0,Series B,2020,"RB Investments Pte. Ltd, Goldman Sachs"
EkAnek,New Delhi,Tech Startup,5040000.0,,2020,"Lightspeed India Partners, Sequoia Capital India"
Cub McPaws,Mumbai,AR startup,800000.0,Series A,2020,Venture Catalysts
Zimyo,Gurgaon,HR Tech startup,1500000.0,Seed,2020,"Abhishant Pant, Chiranth Patil"
PumPumPum,Gurgaon,Automotive Startup,360000.0,Debt Financing,2020,
Moms Co,Gurgaon,HealthCare,8000000.0,Series B,2020,"DSG Consumer Partners, Saama Capital"
DillyHub,Seoul,Publication,1400000.0,Seed,2020,"Kakao Ventures, Shinhan Capital"
FPL Technologies,Pune,FinTech,10000000.0,Series A,2020,"Matrix Partners India, Hummingbird Ventures"
FITTR,Pune,Fitness startup,2000000.0,Series A,2020,Surge
Illumnus,Pune,EdTech Startup,100000.0,Seed,2020,23 High Networth Individuals (HNIs).
CashKaro,Gurgaon,E-commerce,10000000.0,Series B,2020,"Ratan Tata, Kalaari Capital"
Newton School,Bangalore,EdTech Startup,650000.0,Seed,2020,Nexus Venture Partners
Airmeet,Bangalore,Tech Startup,12000000.0,Series A,2020,"Global Founders Capital, Redpoint"
Observe ai,San Francisco,Tech,54000000.0,Series B,2020,"01 Advisors, Steadview Capital"
InCred,Mumbai,Finance,5000000.0,Debt Financing,2020,"Pushpak Credit, Fiscal"
Toppr,Mumbai,EdTech,35000000.0,Series D,2020,"Kaizenvest, Foundation Holdings"
CarTrade,Mumbai,Car Trade,42500000.0,Series H,2020,"Pincus, JP Morgan, Temasek, March Capital"
LEAD School,Mumbai,EdtTech,28000000.0,Series C,2020,"Westbridge Capital, Elevar Equity"
Servify,Mumbai,Manufacturing,11370000.0,Series C,2020,"Blume Ventures, Tetrao"
Lido Learning,Mumbai,EdTech,7500000.0,Series B,2020,"BAce Capital, Madhur Deora"
Apna.co,Bangalore,Job portal,8000000.0,Series A,2020,"Lightspeed India, Sequoia Capital India"
Quintype Technologies,Bangalore,Tech,325000.0,Series A,2020,"IIFL Asset Management, Raghav Bahl"
Dunzo,Bangalore,Tech,28000000.0,Series E,2020,"Wes Schwalje, Alteria Capital"
Entropik,Bangalore,AI Platform,8000000.0,Series A,2020,"IDFC-Parampara Fund, Bharat Innovation Fund"
Livspace,Bangalore,Home Design,9000000.0,Series D,2020,"Mercer Investments, Nicholas Cator"
Ultraviolette Automotive,Bangalore,Automation,410000.0,Series B,2020,TVS Motor Company
WinZO,New Delhi,Gaming,18000000.0,Series B,2020,"Makers Fund, Courtside Ventures"
SenseHawk,Bangalore,Solar SaaS,5000000.0,Series A,2020,"Falcon Edge Capital, SAIF Partners"
Railofy,Mumbai,WL & RAC protection,900000.0,Seed,2020,Chiratae Ventures.
Eloelo,Bangalore,Social commerce,450000.0,Seed,2020,
Aibono,Bangalore,AgriTech,2000000.0,Series A,2020,"Menterra Venture Advisors, Rianta Capital"
BuildPan,Indore,SaaS startup,500000.0,Seed,2020,"Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Bangalore,Home interior services,8000000.0,Bridge,2020,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Mumbai,Fashion,1000000.0,Series B,2020,Bessemer Venture Partners
Aviom,New Delhi,Finance,682000.0,Debt Financing,2020,"Insitor Partners, C4D Partners"
Flinto,Chennai,EdTech Startup,7000000.0,Series B,2020,"Sinai Ventures, Y Combinator"
WayCool,Chennai,Agritech startup,5060000.0,Series C,2020,"FMO, IndusInd Bank"
YAP,Chennai,API platform,4050000.0,Series A,2020,"Jitendra Gupta, Better Capital"
